 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
78.08988764044943, 0, 8.365321, 0.008791862, 0.001170061, 9.026151, 0.2919922, 0.2833772, 0.7976329, 0.3706732, 0.09703527, 0.8175769, 0.01509921, 0.4392975, 0, 0.4515892, 0.01742364, 1.565318, 11.33205, 0.0001645879, 0.1451799, 0.2825279, 0.2985038, 0.0002937749, 36.90603, 46.36412, 0.03471383, 1.044295, 0.3096255, 1.62387, 5.9149, 4.348325, 9.268982, 0.009554045
78.65168539325843, 0, 7.955657, 0.008223652, 0.00108707, 8.533505, 0.2688294, 0.2429457, 0.9441662, 0.3467666, 0.0911504, 0.7425843, 0.01394785, 0.3928367, 0, 0.4318139, 0.01665361, 1.481322, 13.39657, 0.0001529815, 1.177981, 0.2702477, 0.2787012, 0.0002751359, 36.76318, 45.13763, 0.03190234, 0.9959141, 0.2961079, 1.524703, 5.605149, 4.110196, 8.485084, 0.008582736
79.21348314606742, 0, 7.566056, 0.007692165, 0.001009967, 8.067749, 0.247504, 0.8401805, 0.8749835, 0.3244018, 0.08562242, 1.215882, 0.01288429, 0.3512897, 0, 0.4129046, 0.01591761, 1.401835, 12.58382, 0.0001421935, 1.100501, 0.2585013, 0.2602123, 0.0002576794, 37.07746, 43.0949, 0.02931856, 1.434499, 0.2831806, 1.431591, 5.311619, 3.885108, 7.502802, 0.007710176
79.7752808988764, 0, 7.195534, 0.007195027, 0.0009383316, 7.627413, 0.2278703, 0.8777795, 0.8108701, 0.3034795, 0.0804297, 1.104354, 0.01190183, 0.3141367, 0, 0.3948233, 0.01521414, 1.326612, 11.7719, 0.0001321663, 1.028118, 0.2472654, 0.2429499, 0.0002413305, 38.07745, 43.26412, 0.02694403, 1.461663, 0.2708175, 1.344166, 5.033461, 3.672346, 6.634236, 0.006926323
80.33707865168539, 0, 6.843156, 0.006730019, 0.0008717775, 7.833551, 0.209794, 0.7525404, 0.9146178, 0.2839065, 0.07555191, 1.003057, 0.01099428, 0.2809131, 0, 0.3775338, 0.01454176, 1.255426, 11.01236, 0.0001228462, 0.9604949, 0.2365179, 0.5560822, 0.0002260188, 37.59174, 43.28458, 0.02476182, 2.812867, 0.2589943, 1.262079, 5.929252, 3.471236, 7.381076, 0.006222161
80.89887640449439, 0, 6.508036, 0.006295064, 0.000809944, 7.675079, 0.1931517, 0.6451701, 0.9146165, 0.2655959, 0.07096994, 0.9110513, 0.01015594, 0.2512033, 0, 0.3610014, 0.01389909, 1.18806, 10.30183, 0.0001141833, 0.89732, 0.2262376, 0.5191919, 0.0002116787, 38.84888, 41.32571, 0.02275635, 2.682551, 0.2476871, 1.185006, 5.618749, 3.281139, 6.526601, 0.005589588
81.46067415730337, 0, 6.189326, 0.00588822, 0.0007524962, 7.808023, 0.1778296, 0.5531191, 1.545253, 0.2484663, 0.06666584, 0.8274848, 0.00938152, 0.2246356, 0, 0.345193, 0.01328482, 1.124308, 14.42535, 0.0001061313, 0.8383004, 0.2164041, 0.484749, 0.0001982483, 38.27175, 39.4555, 0.0209133, 2.558272, 0.2368737, 1.11264, 5.324506, 3.101452, 5.771045, 0.005021324
82.02247191011236, 0, 5.886225, 0.00550767, 0.0006991231, 7.381863, 0.1637229, 0.4742016, 1.432026, 0.2324414, 0.06262278, 0.7515835, 0.008666154, 0.2795498, 0, 0.3300768, 0.01269771, 1.063978, 13.4946, 9.864712e-05, 0.9723014, 0.206998, 0.452591, 0.0001856701, 36.47876, 38.68402, 0.01921952, 2.439751, 0.2265323, 1.044692, 5.045673, 2.931606, 5.102956, 0.004510833
82.58426966292134, 0, 5.597967, 0.005151714, 0.0006495357, 6.978963, 0.1507353, 0.4065439, 1.327096, 0.2174501, 0.05882492, 0.6826442, 0.008005336, 0.2499842, 0, 0.3156226, 0.01213654, 1.006885, 12.62391, 9.16907e-05, 0.90835, 0.1980007, 0.4225663, 0.00017389, 41.92174, 36.93335, 0.01766292, 2.326721, 0.2166425, 2.105144, 4.781441, 2.771061, 4.512209, 0.004052241
83.14606741573034, 0, 5.323825, 0.004818764, 0.0006034654, 6.598053, 0.138778, 0.3485394, 1.887579, 0.2034256, 0.05525738, 0.6200284, 0.007394907, 0.7495225, 0, 0.3018014, 0.01160017, 0.9528552, 11.8094, 8.522485e-05, 0.8486049, 0.1893945, 0.3945335, 0.0001628572, 39.95775, 36.45905, 0.01623239, 2.218927, 0.2071843, 1.976586, 4.531047, 2.619308, 3.989851, 0.003640271
83.70786516853933, 0, 5.063108, 0.004507331, 0.0005606627, 6.237933, 0.1277691, 0.2988108, 1.749269, 0.1903056, 0.0519062, 0.5631561, 0.006831025, 0.6702518, 0, 0.2885853, 0.0110875, 0.9017248, 11.04744, 7.921495e-05, 5.237276, 0.1811624, 0.3683603, 0.0001525244, 38.08578, 34.80908, 0.01491772, 2.116127, 0.1981391, 1.855878, 4.293765, 2.475866, 3.527963, 0.003270184
84.26966292134831, 0, 4.81516, 0.004216027, 0.000520896, 5.897468, 0.1176336, 0.2561773, 1.621093, 0.1780318, 0.04875826, 0.5115004, 0.006310141, 0.5993649, 0, 0.275948, 0.0105975, 0.8533382, 10.33464, 7.362886e-05, 8.633348, 0.1732881, 0.3439235, 0.0001428473, 37.9346, 34.99746, 0.01370953, 2.01809, 0.1894888, 1.742543, 4.06891, 2.340279, 3.119546, 0.002937722
84.8314606741573, 0, 4.579353, 0.003943549, 0.0004839498, 5.575586, 0.1083021, 0.2196266, 1.502309, 0.1665497, 0.04580123, 0.4645829, 0.005828976, 0.5359752, 0, 0.2638641, 0.01012914, 0.807548, 11.03278, 6.843669e-05, 8.065504, 0.1657561, 4.896272, 0.0001337841, 37.7346, 35.37256, 0.01259919, 1.924595, 0.1812162, 1.636128, 4.887864, 2.212117, 2.75841, 0.002639059
85.3932584269663, 0, 4.355095, 0.003688681, 0.0004496242, 7.340409, 0.09971084, 0.1882909, 1.797768, 0.155808, 0.04302354, 0.4219688, 0.0053845, 0.4792895, 0, 0.2523094, 0.00968149, 0.7642149, 10.32093, 6.361066e-05, 7.53501, 0.1585514, 14.31605, 0.0001252959, 37.03922, 33.77176, 0.01157877, 1.835431, 0.1733047, 1.536212, 4.631896, 2.090974, 2.439081, 0.002370761
85.95505617977528, 0, 4.141819, 0.003450285, 0.0004177332, 6.939771, 0.09180109, 0.1614261, 1.666039, 0.1457592, 0.0404143, 0.3832636, 0.004973918, 0.4285991, 0, 0.2412606, 0.009253621, 0.723207, 9.655009, 5.912496e-05, 10.70276, 0.1516599, 13.36633, 0.0001173463, 35.30397, 32.2434, 0.010641, 1.750398, 0.1657386, 1.442397, 4.389333, 1.976465, 2.156719, 0.002129738
86.51685393258427, 0, 3.938987, 0.003227296, 0.0003881042, 8.089079, 0.0845188, 0.1383943, 1.543962, 0.1363584, 0.03796331, 0.3481086, 0.004594643, 0.3832698, 0, 0.2306957, 0.008844662, 0.6843997, 9.032055, 5.495557e-05, 9.998808, 0.1450679, 16.01771, 0.000109901, 33.70602, 30.78421, 0.009779183, 1.669304, 0.1585028, 1.354312, 4.159473, 1.868227, 1.907045, 0.001913219
87.07865168539325, 0, 3.746088, 0.003018719, 0.0003605767, 7.647579, 0.07781418, 0.1186486, 1.430829, 0.1275639, 0.03566096, 0.3161782, 0.004244289, 0.6479798, 0, 0.2205935, 0.008453775, 0.6476747, 8.449294, 5.108021e-05, 10.55964, 0.1387625, 14.95511, 0.0001029282, 39.04888, 29.39105, 0.008987162, 2.72228, 0.1515829, 1.271606, 3.94165, 1.765917, 1.686275, 0.001718712
87.64044943820225, 0, 3.562636, 0.002823622, 0.0003350017, 9.641732, 0.07164143, 0.1017202, 1.616845, 0.1193367, 0.03349824, 0.2871767, 0.003920651, 0.5794484, 0, 0.2109336, 0.008080165, 0.6129203, 7.904134, 4.747813e-05, 9.865094, 0.1327311, 13.96299, 9.639772e-05, 39.66608, 31.62741, 0.008259288, 2.59616, 0.1449652, 1.193951, 3.735234, 1.669209, 1.491062, 0.00154398
88.20224719101124, 0, 3.388168, 0.002641134, 0.0003112407, 9.115488, 0.06595834, 0.08720703, 1.498373, 0.1116401, 0.03146668, 0.2608353, 0.00362169, 0.518165, 0, 0.2016967, 0.007723066, 0.580031, 7.394149, 4.413006e-05, 10.81044, 0.1269619, 13.03669, 9.02816e-05, 37.80777, 30.1961, 0.007590364, 2.475884, 1.171617, 1.121038, 3.539628, 1.577797, 1.318449, 0.001387011
88.76404494382022, 0, 3.222244, 0.00247044, 0.0002891649, 8.617968, 0.06072608, 0.07476458, 1.388581, 0.1044398, 0.02955833, 0.2369101, 0.003345526, 0.4633631, 0, 0.1928643, 0.007381748, 0.5489064, 6.917068, 4.101809e-05, 10.09941, 0.1214435, 12.17185, 8.455352e-05, 36.03652, 28.97014, 0.006975617, 2.36118, 1.120467, 1.052578, 3.354265, 1.491392, 1.165817, 0.001246001
89.32584269662921, 0, 3.064445, 0.002310778, 0.000268655, 8.147601, 0.05590887, 0.06409738, 1.316976, 0.09770396, 0.02776572, 0.2151794, 0.003090421, 0.414357, 0, 0.1844187, 0.007055514, 0.7554067, 8.250638, 3.812557e-05, 9.435135, 0.1161649, 11.53866, 7.918887e-05, 35.3033, 27.65908, 0.006410658, 2.25179, 1.07155, 0.9882984, 3.297302, 1.409718, 1.030856, 0.001119327
89.88764044943821, 0, 2.914374, 0.002161434, 0.0002495999, 9.661849, 0.05147379, 0.05495215, 2.005096, 0.09140253, 0.02608182, 0.195442, 0.002854768, 0.370534, 0, 0.1763429, 0.006743698, 0.7148715, 7.718296, 3.543702e-05, 8.814555, 0.1111157, 10.77319, 7.41646e-05, 33.64938, 26.66705, 0.005891456, 2.147467, 1.024768, 0.9279444, 3.124629, 1.332517, 0.9115182, 0.001005531
90.44943820224719, 0, 2.771652, 0.002021743, 0.0002318962, 9.254292, 0.04739054, 0.04711174, 1.858175, 0.0855075, 0.02450004, 0.177515, 0.002637084, 0.9036772, 0, 0.1686208, 0.2837956, 0.6765115, 7.291567, 3.293807e-05, 8.552104, 0.106286, 11.9336, 6.94591e-05, 34.99174, 25.46022, 0.005414304, 2.047978, 0.9800294, 0.8712762, 2.960999, 1.259544, 0.8059958, 0.429619
91.01123595505618, 0, 2.63592, 0.00189108, 0.0002154483, 8.749196, 0.0436312, 0.04038997, 1.722019, 0.07999269, 0.02301419, 0.1612324, 0.002435999, 0.8081028, 0, 0.1612368, 0.2712534, 0.6402098, 6.821105, 3.061534e-05, 7.989604, 0.1016663, 11.14193, 6.505215e-05, 37.44812, 24.308, 0.004975797, 1.953098, 0.9372436, 0.8180686, 2.805938, 1.190567, 0.7126892, 0.385942
91.57303370786516, 0, 2.506835, 0.001768861, 0.0002001669, 8.271667, 0.04017007, 0.03462724, 1.59584, 0.07483355, 0.02161846, 0.1464433, 0.002250248, 0.7226366, 0, 0.1541761, 0.2592655, 0.6058561, 6.380998, 2.84564e-05, 7.464102, 0.0972473, 11.81647, 6.09248e-05, 35.69372, 23.59746, 0.004572805, 1.862614, 0.8963256, 0.7681103, 2.658997, 1.125367, 0.6301842, 0.3467053
92.13483146067416, 0, 2.384071, 0.001654541, 0.0001859695, 7.820201, 0.0369835, 0.02968673, 1.790324, 0.07000715, 0.02030737, 0.8060243, 0.00207866, 0.6462094, 0, 0.1474247, 0.2478073, 0.5733457, 5.969287, 2.644971e-05, 6.973164, 0.09302039, 12.54597, 5.705932e-05, 37.2799, 24.61888, 0.004202451, 1.776322, 1.623596, 0.7212029, 2.51975, 1.063738, 0.5572305, 0.3114576
92.69662921348315, 0, 2.267319, 0.00154761, 0.000172779, 7.393377, 0.03404972, 0.02545111, 1.65914, 0.06549203, 0.01907579, 0.7320914, 0.001920157, 0.5778652, 0, 0.1409689, 0.2368556, 0.5425799, 5.584141, 2.458453e-05, 9.348444, 0.08897723, 11.71368, 5.343909e-05, 35.53338, 23.50474, 0.003862093, 1.694027, 1.552714, 0.67716, 2.387796, 1.005484, 0.4927224, 0.2797934
93.25842696629213, 0, 2.156285, 0.001447589, 0.0001605241, 6.989848, 0.03134866, 0.02181982, 1.537569, 0.06126811, 0.01791891, 0.6649401, 0.00177374, 0.5167493, 0, 0.1347958, 0.2263879, 0.513465, 5.223845, 2.285087e-05, 8.79936, 0.08510979, 11.05648, 5.004855e-05, 35.78293, 22.44102, 0.0035493, 1.615545, 1.484926, 0.6358068, 2.262752, 0.9504206, 0.4356821, 0.2513483
93.82022471910112, 0, 2.050688, 0.001354033, 0.0001491385, 6.608344, 0.02886187, 0.01870663, 1.424905, 0.381801, 0.01683219, 0.700661, 0.001638487, 0.4620971, 0, 0.128893, 0.2163827, 0.4859124, 4.886795, 2.123947e-05, 8.220598, 0.08141046, 10.3621, 4.687313e-05, 34.10654, 22.43078, 0.00326184, 2.058211, 1.420098, 1.396528, 2.144257, 0.8983723, 0.3852451, 0.225795
94.38202247191012, 0, 1.950262, 0.001266523, 0.0001385604, 6.247663, 0.02657235, 0.01603762, 1.320497, 0.3571767, 0.01581137, 0.7123719, 0.001513548, 0.413225, 0, 0.1232487, 0.2241935, 0.4598383, 4.571492, 1.97417e-05, 7.679903, 0.07787192, 9.674685, 4.389918e-05, 32.50869, 24.29, 0.002997662, 2.171391, 1.411163, 1.311244, 2.031966, 0.8491743, 0.340647, 0.2028397
94.9438202247191, 0, 1.854755, 0.001184669, 0.0001287325, 5.906667, 0.02446445, 0.01374942, 1.223739, 0.3341405, 0.01485246, 0.6470293, 0.001398136, 0.3695217, 0, 0.1178516, 0.2142854, 0.4351633, 4.406369, 1.834955e-05, 7.174771, 0.07448719, 9.032871, 4.111392e-05, 30.98569, 23.19074, 0.00275488, 2.070794, 1.604672, 1.231168, 1.925557, 0.8026706, 0.3012117, 0.1822181
95.50561797752809, 0, 1.763924, 0.001108105, 0.0001196018, 5.584282, 0.02252376, 0.01178769, 1.134071, 0.3125901, 0.01395171, 0.5876803, 0.001291524, 0.3304405, 0, 0.1126908, 0.2048151, 0.4118125, 4.122064, 1.705558e-05, 6.702863, 0.07124957, 8.433635, 3.850538e-05, 34.17511, 25.13751, 0.002531761, 1.974857, 1.534616, 1.155982, 1.824719, 0.7587136, 0.2663418, 0.1636929
96.06741573033707, 0, 1.677542, 0.001036489, 0.0001111187, 5.279494, 0.02073702, 0.01010586, 1.050973, 0.2924295, 0.01310559, 0.5337752, 0.001193042, 0.2954926, 0, 0.1077561, 0.1957634, 0.3897145, 3.856103, 1.585285e-05, 6.876553, 0.06815267, 7.874152, 3.606234e-05, 32.57404, 23.9999, 0.002326712, 1.883364, 1.467618, 2.539696, 1.729162, 0.7171639, 0.2355085, 0.1470511
96.62921348314607, 0, 1.59539, 0.0009695015, 0.0001032372, 4.991341, 0.01909202, 0.008663983, 0.9739641, 0.2735692, 0.01231077, 0.4848144, 0.001102069, 0.2642408, 0, 0.1030374, 0.1871117, 0.3688024, 4.762196, 1.473494e-05, 6.42426, 0.06519039, 7.351785, 3.37743e-05, 33.91417, 24.86413, 0.002138271, 1.796111, 1.403545, 2.3846, 1.63861, 0.6778895, 0.2082448, 0.1321012
97.19101123595506, 0, 1.517261, 0.0009068435, 9.591479e-05, 4.718915, 0.01757751, 0.007427831, 0.902598, 0.2559253, 0.01156417, 0.4403447, 0.001018034, 0.2362943, 0, 0.09852532, 0.1788424, 0.3490125, 4.454933, 1.369586e-05, 6.001715, 0.06235686, 7.336525, 3.163143e-05, 32.32533, 30.03079, 0.001965091, 1.712899, 1.342269, 2.238976, 1.552799, 0.640766, 0.1841372, 0.1186712
97.75280898876404, 0, 1.442958, 0.000848235, 8.911174e-05, 4.461358, 0.01618314, 0.006368049, 0.8364611, 0.2394194, 0.01086284, 0.3999539, 0.0009404058, 0.2113034, 0, 0.09421085, 0.1709386, 0.3302844, 4.167494, 1.273005e-05, 5.606963, 0.05964649, 7.917527, 2.962452e-05, 30.81092, 31.80819, 0.001805937, 2.048058, 1.283669, 2.102245, 1.471482, 0.6056754, 0.1628204, 0.1066065
98.31460674157303, 0, 1.372294, 0.0007934144, 8.279122e-05, 4.217858, 0.01489938, 0.005459474, 0.7751704, 0.418916, 0.01020404, 0.363268, 0.0008686973, 0.1889556, 0, 0.09008531, 0.163384, 0.3125613, 3.898602, 1.183235e-05, 5.238174, 0.05705393, 7.392282, 2.774494e-05, 31.92367, 30.36869, 0.001659674, 1.953174, 1.227627, 1.973864, 1.394424, 0.5725065, 0.1439714, 0.09576842
98.87640449438203, 0, 1.305091, 0.0007421367, 7.691899e-05, 3.987648, 0.01371746, 0.004680532, 0.7183706, 0.3918979, 0.009585201, 0.3299471, 0.0008024568, 0.1689714, 0, 0.08614044, 0.1561633, 0.2957892, 3.647059, 1.099796e-05, 4.893643, 0.05457406, 6.901882, 2.598461e-05, 30.42808, 35.99746, 0.001525256, 2.589244, 1.174031, 1.853323, 1.321401, 0.5411541, 0.1273045, 0.08603216
99.43820224719101, 0, 1.241178, 0.0006941731, 7.146328e-05, 3.770004, 0.0126293, 0.004012727, 0.6657327, 0.3666224, 0.00900389, 0.2996826, 0.0007412673, 0.1511007, 0, 0.08236831, 0.1492617, 0.2799172, 3.411746, 1.02224e-05, 4.571772, 0.05220197, 6.444015, 2.433597e-05, 29.00256, 36.06412, 0.001401725, 2.469288, 1.122776, 2.408301, 1.252202, 0.5115187, 1.917629, 0.07728573
100, 0, 1.180396, 0.0006493093, 6.639452e-05, 3.564238, 0.01162745, 0.003440203, 0.6169519, 0.342977, 0.008457834, 0.2721941, 0.0006847436, 0.1351201, 0, 0.07876136, 0.1426652, 0.2648968, 3.191615, 9.501536e-06, 4.271072, 0.04993299, 6.016522, 2.279193e-05, 28.47746, 38.50017, 0.001288198, 2.35489, 1.073758, 2.26123, 1.186627, 0.4835061, 4.620331, 0.0694285
100.561797752809, 0, 1.12259, 0.000607345, 6.168528e-05, 3.369703, 0.01070508, 0.002949364, 0.5717455, 0.3208567, 0.007944894, 0.247227, 0.0006325301, 0.1208296, 0, 0.07531237, 0.1363602, 0.9373301, 2.985688, 8.831505e-06, 4.634643, 0.04776263, 5.617389, 2.134586e-05, 30.48227, 36.75782, 0.001183866, 2.245791, 1.02688, 2.123139, 1.124485, 0.4570277, 5.472822, 0.06237008
101.123595505618, 0, 1.067615, 0.0005680929, 5.731007e-05, 3.185785, 0.009855884, 0.002528558, 0.5298514, 0.300163, 0.007463063, 0.22455, 0.0005842979, 0.1080504, 0, 0.07201441, 0.1303338, 0.8870329, 2.793047, 8.208724e-06, 4.329808, 0.04568661, 5.244734, 1.999153e-05, 29.0542, 45.75046, 0.001087984, 2.141747, 0.982049, 1.993482, 1.065598, 0.4319993, 4.839257, 0.05602924
101.685393258427, 0, 1.015332, 0.0005313776, 5.324517e-05, 3.011906, 0.009074048, 0.00216779, 0.4910271, 0.2808039, 0.007010452, 0.479423, 0.0005397437, 0.09662285, 0, 0.06886087, 0.1245737, 0.8394347, 2.612836, 7.62986e-06, 4.045022, 0.04370082, 4.896801, 1.872314e-05, 27.69305, 43.68, 0.0009998681, 2.042522, 0.939175, 1.871743, 1.009795, 0.4083415, 7.160873, 0.05033305
102.247191011236, 0, 0.9656094, 0.0004970351, 4.946859e-05, 2.847517, 0.008354233, 0.001858496, 0.4550477, 0.2626934, 0.006585291, 0.4354478, 0.0004985867, 0.08640387, 0, 0.06584541, 0.1190682, 0.7943905, 2.444252, 7.091817e-06, 4.002963, 0.04180134, 4.57195, 1.753521e-05, 26.39566, 44.86785, 0.0009188883, 1.947895, 0.8981728, 1.757438, 0.9569144, 0.3859793, 7.323032, 0.04521596
102.8089887640449, 0, 0.9183219, 0.0004649122, 4.595988e-05, 2.6921, 0.007691517, 0.001593331, 0.4217046, 0.245751, 0.006185915, 0.3955061, 0.0004605682, 0.07726566, 0, 0.06296202, 0.1138061, 0.7517634, 2.591963, 6.591715e-06, 3.739675, 0.03998443, 4.268649, 1.642266e-05, 25.15905, 42.83733, 0.0008444671, 1.857652, 0.8589606, 1.650114, 0.9068027, 0.3648418, 9.160873, 0.04061909
103.3707865168539, 0, 0.8733501, 0.0004348653, 4.270003e-05, 2.545166, 0.007081374, 0.001365999, 0.3908046, 0.2299013, 0.005810759, 0.3592282, 0.0004254486, 0.06909392, 0, 0.06020488, 0.1087765, 0.7114237, 2.424726, 6.12688e-06, 4.032261, 0.03824649, 3.985469, 1.53807e-05, 23.98038, 51.60535, 0.0007760733, 1.77159, 0.8214604, 1.695955, 0.8593153, 0.3448618, 9.133842, 0.03648956
103.9325842696629, 0, 0.8305808, 0.0004067604, 3.96714e-05, 2.406251, 0.006519631, 0.001171103, 0.3621688, 0.2150737, 0.005458356, 0.3262779, 0.000393007, 0.06178644, 0, 0.05756848, 0.1039691, 0.6732486, 2.26828, 5.694824e-06, 3.767047, 0.03658409, 3.721075, 1.440484e-05, 22.85692, 49.26992, 0.0007132188, 1.689514, 0.7855973, 1.592385, 0.8143147, 0.325976, 8.890602, 0.03277986
104.4943820224719, 0, 0.7899058, 0.0003804718, 3.685758e-05, 2.274919, 0.006002448, 0.001004013, 0.3356313, 0.2012025, 0.005127325, 0.2963499, 0.0003630392, 0.05525181, 0, 0.05504753, 0.09937425, 0.6371221, 2.121927, 5.293235e-06, 3.519276, 0.03499395, 3.474221, 1.34909e-05, 21.7861, 51.64741, 0.0006554548, 1.611241, 1.236295, 1.49514, 0.7716708, 0.3081244, 7.967878, 0.02944731
105.0561797752809, 0, 0.7512228, 0.0003558823, 3.424334e-05, 2.150754, 0.005526293, 0.0008607633, 0.3110383, 0.1882259, 0.004816369, 0.2691671, 0.0003353565, 0.04940829, 0, 0.05263697, 0.09498245, 0.6029341, 1.985017, 4.919966e-06, 3.287802, 0.03347292, 3.243743, 1.263495e-05, 20.76545, 49.31008, 0.0006023692, 1.536595, 1.182321, 1.403834, 0.73126, 0.2912504, 7.045472, 0.02645356
105.6179775280899, 0, 0.7144342, 0.0003328819, 3.181453e-05, 2.033367, 0.00508791, 0.0007379521, 0.2882473, 0.9979861, 0.004524272, 0.2444777, 0.0003097846, 0.04418279, 0, 0.05033198, 0.09078474, 0.5705806, 1.856941, 4.573019e-06, 3.071552, 0.03201801, 3.028554, 1.18333e-05, 19.79261, 49.13079, 0.000553583, 1.465407, 1.130704, 1.318104, 0.6929654, 0.2753006, 7.62141, 0.02376417
106.1797752808989, 0, 0.6794472, 0.0003113681, 2.955798e-05, 1.922386, 0.004684302, 0.0006326632, 0.2671263, 0.9336209, 0.00424989, 0.2220529, 0.0002861627, 0.03950995, 0, 0.04812792, 0.08677255, 0.5399632, 1.737129, 4.250538e-06, 4.572147, 0.03062633, 2.827642, 1.108252e-05, 18.86535, 48.16412, 0.0005087481, 2.62527, 1.08134, 1.794695, 0.6566762, 0.2602242, 6.739113, 0.02134819
106.7415730337079, 0, 4.286316, 0.0002912447, 2.746149e-05, 1.817463, 0.004312711, 0.0005423966, 0.2475529, 0.8734068, 0.003992148, 0.201685, 0.000264342, 0.03533131, 0, 0.04602037, 0.08293768, 0.5109887, 1.625047, 3.950799e-06, 4.271422, 0.02929514, 3.663177, 1.037937e-05, 17.98153, 53.83079, 0.0004675443, 2.503645, 2.206201, 2.218067, 0.6222875, 0.2459734, 6.890602, 0.01917784
107.3033707865169, 0, 4.568917, 0.0002724218, 2.55137e-05, 1.718266, 0.003970597, 0.000465009, 0.2294138, 0.8170763, 0.003750037, 0.1831854, 0.0002441852, 0.03159462, 0, 0.04400512, 0.07927228, 0.483569, 1.520197, 3.672196e-06, 3.990477, 0.02802181, 3.420163, 9.720831e-06, 17.13911, 52.33079, 0.0004296777, 2.387654, 2.109883, 2.082613, 0.5896996, 0.232503, 8.132731, 0.01722813
107.8651685393258, 0, 7.753438, 0.0002548154, 2.370406e-05, 1.624484, 0.003655622, 0.0003986629, 0.2126037, 1.21781, 0.00352261, 0.1663826, 0.0002255654, 0.02825312, 0, 0.04207812, 0.07576887, 0.4576206, 1.422112, 3.413239e-06, 3.72801, 0.02680383, 3.193272, 9.104076e-06, 16.33616, 50.49745, 0.0003948779, 2.277038, 3.165247, 2.482199, 0.5588183, 0.2197704, 7.191241, 0.01547663
108.4269662921348, 0, 7.37374, 0.0002383469, 2.202278e-05, 1.53582, 0.003365633, 0.0003417828, 0.1970254, 3.835244, 0.003308975, 0.1511211, 0.0002083655, 0.02526502, 0, 0.0402355, 0.07242031, 0.4330646, 1.330355, 3.172544e-06, 3.482807, 0.02563879, 3.89841, 8.526452e-06, 15.57083, 51.96412, 0.0003628965, 2.171546, 3.027059, 2.734874, 0.5295541, 0.207735, 6.358742, 0.01390321
108.9887640449438, 0, 7.012636, 0.0002229428, 2.046075e-05, 1.451995, 0.003098648, 0.0002930182, 0.1825886, 3.58789, 0.003108297, 0.1372595, 0.000192477, 0.02259296, 0, 0.03847357, 0.06921972, 0.4098264, 1.244519, 2.948822e-06, 4.015977, 0.02452439, 3.639792, 7.985476e-06, 14.84136, 53.23079, 0.0003335053, 2.571592, 3.506617, 2.567859, 0.5018224, 0.1963587, 5.622618, 0.01248974
109.5505617977528, 0, 6.669215, 0.0002085342, 1.90095e-05, 1.372746, 0.002852842, 0.0002512112, 0.1692096, 3.356488, 0.002919789, 0.1246693, 0.0001778001, 0.02020349, 0, 0.03678879, 0.06616057, 0.3878351, 1.164221, 2.740877e-06, 3.751833, 0.02345843, 3.693212, 7.478824e-06, 14.14606, 55.69746, 0.0003064946, 2.452453, 3.530429, 2.411044, 0.4755431, 0.1856054, 4.971712, 0.01121998
110.1123595505618, 0, 6.342613, 0.0001950568, 1.76612e-05, 1.297822, 0.002626535, 0.0002153691, 0.156811, 4.051147, 0.002742713, 0.113234, 0.0001642424, 0.4165266, 0, 0.03517779, 0.06323664, 0.3670238, 1.089103, 2.547595e-06, 3.533648, 0.0224388, 3.448206, 7.004317e-06, 13.48333, 53.27885, 0.0002816714, 2.35263, 5.495297, 3.211861, 0.4506398, 0.175441, 4.396159, 0.0100793
110.6741573033708, 0, 6.032004, 0.0001824505, 1.640852e-05, 1.226987, 0.00241818, 0.0001846409, 0.1453208, 4.195856, 0.002576377, 0.1028475, 0.0001517185, 0.3724741, 0, 0.03363734, 0.06044192, 0.3473293, 1.018833, 2.367943e-06, 5.237361, 0.02146349, 3.219454, 6.559915e-06, 12.85165, 50.86768, 0.0002588587, 2.243637, 5.255385, 3.015717, 0.4270408, 0.1658333, 3.887235, 0.009054594
111.2359550561798, 0, 5.736607, 0.0001706589, 1.52447e-05, 1.160018, 0.002226354, 0.0001582969, 0.1346726, 3.925244, 0.1798099, 0.09341382, 0.0001401495, 0.3330806, 0, 0.03216434, 0.05777071, 0.3286915, 0.9530965, 2.20096e-06, 5.126247, 0.02053057, 3.005877, 6.14371e-06, 12.24957, 54.9308, 0.0002378936, 2.869683, 5.025947, 2.831551, 0.4046775, 0.1567517, 3.437227, 0.008134061
111.7977528089888, 0, 5.455676, 0.0001596294, 1.416342e-05, 1.096705, 0.002049744, 0.0001357115, 0.1248046, 3.672085, 0.4607089, 0.08484541, 0.0001294628, 0.2978535, 0, 0.03075585, 0.05521756, 0.3110539, 0.8916014, 2.045753e-06, 5.443252, 0.0196382, 2.806469, 5.753911e-06, 11.67569, 53.76413, 0.0002186265, 5.309388, 6.962653, 2.658633, 0.3834854, 0.1481674, 3.039314, 0.007307115
